Chr	Cluster_Pos	Num_Reads	Most_Common_Flag	Orientation	Soft_Clips
3	5730796	10	83	Unknown	left:10
3	5731030	5	163	Unknown	left:5
3	5733049	10	147	Unknown	right:10
3	5734512	15	163	Unknown	left:15
3	5734662	10	99	Reverse	right:5, left:5
3	5735498	15	83	Forward	both:5, right:5, left:5
3	5737436	10	99	Reverse	right:5, left:5
3	5737982	5	163	Unknown	right:5
3	5738847	10	99	Reverse	right:5, left:5
3	5740850	10	99	Reverse	right:5, left:5
3	5740872	10	163	Forward	right:5, left:5
3	5741359	5	163	Unknown	left:5
3	5743546	5	163	Unknown	right:5
3	5743652	5	163	Unknown	right:5
3	5743670	10	147	Uncertain or multiple	left:10
3	5746955	10	163	Forward	right:5, left:5
3	5748854	5	99	Unknown	right:5
3	5751973	5	99	Unknown	left:5
3	5751997	5	163	Unknown	right:5
3	5753003	5	163	Unknown	right:5
3	5753647	5	99	Unknown	left:5
3	5754151	20	99	Reverse	right:10, left:10
3	5754654	5	99	Unknown	right:5
3	5756210	10	163	Unknown	right:10
3	5756252	5	163	Unknown	right:5
3	5756260	5	99	Unknown	right:5
3	5756333	5	147	Unknown	left:5
3	5758130	5	99	Unknown	left:5
3	5758858	10	163	Unknown	left:10
3	5764243	5	99	Unknown	right:5
3	5766208	20	99	Uncertain or multiple	left:5, both:5, right:10
3	5766263	5	99	Unknown	right:5
3	5766285	5	147	Unknown	left:5
3	5773580	5	83	Unknown	right:5
3	5773723	5	163	Unknown	left:5
3	5778655	5	99	Unknown	right:5
3	5779050	5	83	Unknown	right:5
3	5779521	5	99	Unknown	right:5
3	5779577	10	99	Unknown	right:10
3	5779599	5	99	Unknown	right:5
3	5779608	15	65	Unknown	right:5, left:10
3	5779614	45	83	Uncertain or multiple	left:45
3	5781052	5	147	Unknown	left:5
3	5782053	5	147	Unknown	left:5
3	5783833	10	99	Reverse	right:5, left:5
3	5785216	5	83	Unknown	right:5
3	5787118	10	99	Unknown	left:10
3	5790093	5	99	Unknown	left:5
3	5793800	5	147	Unknown	right:5
3	5794776	10	99	Reverse	left:10
3	5796538	5	99	Unknown	left:5
3	5796723	5	99	Unknown	left:5
3	5803242	10	99	Reverse	right:5, left:5
3	5807354	15	83	Unknown	right:15
3	5808537	10	177	Unknown	left:10
3	5809267	5	99	Unknown	right:5
3	5809655	5	147	Unknown	left:5
3	5811853	5	83	Unknown	right:5
3	5812023	10	83	Unknown	right:10
3	5813524	10	163	Forward	right:5, left:5
3	5813903	5	99	Unknown	right:5
3	5814122	5	161	Unknown	right:5
3	5814823	5	163	Unknown	both:5
3	5815077	5	83	Unknown	both:5
3	5816226	5	163	Unknown	both:5
3	5816234	5	147	Unknown	right:5
3	5816253	170	65	Forward	both:115, right:40, left:15
3	5816379	25	83	Forward	both:20, right:5
3	5816418	25	147	Forward	both:25
3	5816519	10	163	Forward	right:5, left:5
3	5816986	10	163	Forward	right:5, left:5
3	5819192	5	163	Unknown	right:5
3	5819199	5	99	Unknown	right:5
3	5819307	15	99	Unknown	left:15
3	5821743	5	163	Unknown	right:5
3	5821764	5	163	Unknown	left:5
3	5822020	5	163	Unknown	right:5
3	5822497	5	99	Unknown	left:5
3	5824092	5	163	Unknown	right:5
3	5825189	5	163	Unknown	right:5
3	5826158	5	147	Unknown	right:5
3	5826857	5	147	Unknown	left:5
3	5826864	5	99	Unknown	right:5
3	5829570	10	99	Reverse	right:5, left:5
3	5832174	5	99	Unknown	left:5
3	5835662	5	147	Unknown	left:5
3	5838155	15	163	Forward	both:15
3	5838365	5	83	Unknown	both:5
3	5838618	10	99	Reverse	right:5, left:5
3	5839038	5	83	Unknown	right:5
3	5842422	5	83	Unknown	right:5
3	5842506	5	83	Unknown	right:5
3	5842917	5	83	Unknown	right:5
3	5843000	15	99	Unknown	left:15
3	5847749	10	147	Reverse	left:5, right:5
3	5850168	10	83	Forward	left:5, right:5
3	5851196	5	99	Unknown	left:5
3	5852036	10	99	Unknown	left:10
3	5854176	10	163	Forward	right:5, left:5
3	5855685	10	163	Forward	right:5, left:5
3	5857261	5	147	Unknown	right:5
3	5857658	10	99	Unknown	right:10
3	5857739	5	99	Unknown	left:5
3	5857749	5	147	Unknown	right:5
3	5866999	5	83	Unknown	right:5
3	5867281	10	147	Reverse	left:5, right:5
3	5867591	5	83	Unknown	right:5
3	5874451	15	147	Unknown	right:15
3	5874551	5	147	Unknown	right:5
3	5874801	5	161	Unknown	right:5
3	5878877	5	83	Unknown	right:5
3	5879022	5	99	Unknown	right:5
3	5879693	5	99	Unknown	right:5
3	5879706	5	99	Unknown	right:5
3	5879736	5	163	Unknown	right:5
3	5879800	10	83	Uncertain or multiple	left:10
3	5880924	5	83	Unknown	right:5
3	5881358	5	83	Unknown	left:5
3	5886468	10	99	Reverse	right:5, left:5
3	5886638	5	99	Unknown	left:5
3	5887353	5	163	Unknown	right:5
3	5887579	5	99	Unknown	left:5
3	5888579	10	163	Forward	both:10
3	5889099	5	99	Unknown	left:5
3	5892012	5	99	Unknown	left:5
3	5893330	10	99	Unknown	left:10
3	5897683	5	147	Unknown	left:5
3	5898273	5	147	Unknown	right:5
3	5902399	5	99	Unknown	left:5
3	5905544	5	163	Unknown	left:5
3	5908882	5	147	Unknown	left:5
3	5909792	10	83	Unknown	right:10
3	5914691	10	83	Unknown	right:10
3	5915337	10	163	Forward	right:5, left:5
3	5916863	5	99	Unknown	left:5
3	5919261	5	83	Unknown	right:5
3	5919765	10	99	Reverse	right:5, left:5
3	5927905	10	163	Forward	right:5, left:5
3	5933337	10	99	Reverse	right:5, left:5
3	5933526	10	99	Unknown	left:10
3	5934731	5	99	Unknown	left:5
3	5935461	5	99	Unknown	left:5
3	5939672	5	99	Unknown	right:5
3	5942218	10	147	Reverse	left:5, right:5
3	5942426	5	83	Unknown	left:5
3	5942817	10	99	Reverse	right:5, left:5
3	5948454	5	83	Unknown	right:5
3	5948491	5	83	Unknown	right:5
3	5951423	5	99	Unknown	left:5
3	5953107	5	147	Unknown	left:5
3	5953801	5	177	Unknown	right:5
3	5957474	5	83	Unknown	right:5
3	5958246	5	83	Unknown	right:5
3	5962321	10	99	Unknown	right:10
3	5962656	5	83	Unknown	left:5
3	5963458	10	83	Forward	left:5, right:5
3	5965790	5	99	Unknown	left:5
3	5973205	10	113	Unknown	left:10
3	5978273	5	99	Unknown	left:5
3	5978387	5	83	Unknown	right:5
3	5978745	5	83	Unknown	left:5
3	5979387	5	129	Unknown	right:5
3	5981174	10	99	Reverse	right:5, both:5
3	5984166	15	99	Unknown	left:15
3	5986032	5	83	Unknown	left:5
3	5991692	5	83	Unknown	right:5
3	5992608	5	177	Unknown	left:5
3	5992732	5	113	Unknown	left:5
3	5999273	10	99	Reverse	right:5, left:5
3	6001399	5	163	Unknown	right:5
3	6005375	5	83	Unknown	right:5
3	6005874	5	163	Unknown	right:5
3	6008675	5	99	Unknown	left:5
3	6014317	15	99	Unknown	right:15
3	6014373	5	163	Unknown	right:5
3	6014416	30	83	Uncertain or multiple	left:30
3	6015516	10	147	Reverse	both:5, right:5
3	6016468	5	83	Unknown	right:5
3	6018271	10	163	Forward	right:5, left:5
3	6022678	5	83	Unknown	right:5
3	6023050	5	99	Unknown	left:5
3	6025270	10	147	Reverse	left:5, right:5
3	6027073	10	99	Reverse	right:5, left:5
3	6028282	10	163	Forward	left:10
3	6029355	10	147	Reverse	left:5, right:5
3	6030919	10	83	Forward	left:5, right:5
3	6032600	5	99	Unknown	left:5
3	6038662	5	83	Unknown	right:5
3	6041602	5	145	Unknown	left:5
3	6043587	10	147	Reverse	left:5, right:5
3	6043801	10	83	Forward	left:5, right:5
3	6045008	10	163	Forward	right:5, left:5
3	6045209	5	83	Unknown	left:5
3	6051205	5	83	Unknown	right:5
3	6053177	5	83	Unknown	right:5
3	6056864	10	83	Unknown	right:10
3	6056917	5	83	Unknown	right:5
3	6061445	5	99	Unknown	left:5
3	6062208	10	83	Unknown	right:10
3	6062727	10	99	Reverse	left:5, both:5
3	6073176	10	99	Unknown	left:10
3	6073702	10	83	Uncertain or multiple	left:10
3	6074724	10	147	Reverse	left:5, right:5
3	6075664	10	99	Reverse	right:5, left:5
3	6077646	10	147	Reverse	left:5, right:5
3	6077989	5	99	Unknown	left:5
3	6080377	10	147	Reverse	left:5, right:5
3	6083590	20	147	Reverse	left:10, right:10
3	6085067	5	163	Unknown	right:5
3	6086337	5	99	Unknown	left:5
3	6086423	10	163	Forward	both:5, left:5
3	6086850	10	99	Reverse	right:5, left:5
3	6088129	5	97	Unknown	right:5
3	6089651	5	147	Unknown	right:5
3	6090300	20	163	Forward	right:10, left:10
3	6091048	5	83	Unknown	right:5
3	6092347	10	147	Unknown	right:10
3	6093108	5	99	Unknown	right:5
3	6096733	5	83	Unknown	right:5
3	6101790	10	99	Unknown	left:10
3	6102023	10	99	Unknown	left:10
3	6106219	15	99	Unknown	left:15
3	6107109	5	83	Unknown	right:5
3	6107661	5	163	Unknown	right:5
3	6109010	10	163	Forward	right:5, left:5
3	6110527	5	83	Unknown	right:5
3	6111955	5	83	Unknown	right:5
3	6113762	10	83	Unknown	right:10
3	6113902	5	83	Unknown	right:5
3	6114094	5	99	Unknown	left:5
3	6114225	5	99	Unknown	left:5
3	6119274	10	163	Forward	right:5, left:5
3	6121389	10	99	Reverse	right:5, left:5
3	6122735	5	99	Unknown	left:5
3	6123439	5	129	Unknown	right:5
3	6123519	5	83	Unknown	left:5
3	6125198	5	83	Unknown	right:5
3	6125943	10	163	Forward	both:5, left:5
3	6126404	5	83	Unknown	right:5
3	6127159	10	163	Unknown	right:10
3	6127808	5	99	Unknown	right:5
3	6129184	5	83	Unknown	right:5
3	6132046	10	163	Forward	right:5, left:5
3	6132571	5	83	Unknown	right:5
3	6134711	5	99	Unknown	left:5
3	6137016	10	99	Reverse	right:5, left:5
3	6139828	10	83	Unknown	right:10
3	6140559	5	83	Unknown	left:5
3	6144102	5	83	Unknown	right:5
3	6144554	15	83	Unknown	right:15
3	6145461	5	99	Unknown	left:5
3	6146361	5	83	Unknown	left:5
3	6146369	5	163	Unknown	right:5
3	6146908	10	83	Forward	left:5, right:5
3	6149159	5	99	Unknown	left:5
3	6152966	5	99	Unknown	left:5
3	6154934	5	83	Unknown	left:5
3	6155279	5	163	Unknown	left:5
3	6155419	5	83	Unknown	right:5
3	6158430	10	99	Reverse	right:5, left:5
3	6159327	10	83	Forward	left:5, right:5
3	6163166	5	83	Unknown	right:5
3	6165403	5	83	Unknown	right:5
3	6165916	5	163	Unknown	right:5
3	6168504	10	163	Forward	right:5, left:5
3	6171603	10	147	Unknown	left:10
3	6171845	5	163	Unknown	right:5
3	6172203	5	83	Unknown	right:5
3	6172975	5	83	Unknown	left:5
3	6173631	10	177	Unknown	left:10
3	6177341	5	99	Unknown	left:5
3	6177436	5	83	Unknown	right:5
3	6177968	5	83	Unknown	right:5
3	6178013	5	83	Unknown	right:5
3	6180598	10	97	Unknown	right:10
3	6182034	5	161	Unknown	right:5
3	6183346	5	83	Unknown	right:5
3	6185411	10	99	Unknown	left:10
3	6186796	5	163	Unknown	right:5
3	6186886	5	99	Unknown	right:5
3	6193479	5	147	Unknown	right:5
3	6194822	10	99	Unknown	right:10
3	6194920	5	163	Unknown	right:5
3	6197549	5	83	Unknown	right:5
3	6200938	5	83	Unknown	right:5
3	6204503	10	99	Reverse	right:5, left:5
3	6205946	10	163	Forward	right:5, left:5
3	6208877	10	99	Unknown	left:10
3	6209185	5	99	Unknown	left:5
3	6211331	5	163	Unknown	right:5
3	6213574	5	163	Unknown	right:5
3	6213679	10	83	Uncertain or multiple	right:5, left:5
3	6219097	15	83	Unknown	right:15
3	6219655	5	147	Unknown	left:5
3	6222494	10	129	Unknown	right:10
3	6222996	5	83	Unknown	right:5
3	6223110	5	83	Unknown	right:5
3	6223736	10	83	Forward	left:5, right:5
3	6224626	5	99	Unknown	right:5
3	6226532	10	163	Forward	right:5, left:5
3	6230650	5	83	Unknown	right:5
3	6231822	5	99	Unknown	left:5
3	6232527	10	163	Forward	right:5, left:5
3	6232547	10	99	Unknown	left:10
3	6232724	5	99	Unknown	left:5
3	6232913	5	99	Unknown	left:5
3	6235818	10	163	Unknown	right:10
3	6237175	5	163	Unknown	right:5
3	6237239	5	83	Unknown	left:5
3	6239625	5	99	Unknown	left:5
3	6242004	10	83	Forward	left:5, right:5
3	6245727	5	147	Unknown	right:5
3	6247056	5	147	Unknown	right:5
3	6249754	5	99	Unknown	left:5
3	6250947	5	99	Unknown	right:5
3	6252225	10	147	Reverse	left:5, right:5
3	6253236	10	99	Reverse	right:5, left:5
3	6255915	5	99	Unknown	left:5
3	6259935	5	83	Unknown	left:5
3	6260198	10	147	Reverse	left:5, right:5
3	6262331	10	163	Forward	right:5, left:5
3	6266209	5	99	Unknown	right:5
3	6266524	5	163	Unknown	right:5
3	6271315	5	83	Unknown	right:5
3	6271355	15	99	Unknown	right:15
3	6273521	15	83	Unknown	right:15
3	6277627	5	83	Unknown	right:5
3	6277868	5	99	Unknown	left:5
3	6279635	5	83	Unknown	right:5
3	6280472	5	147	Unknown	right:5
3	6286542	15	83	Unknown	right:15
3	6286652	5	83	Unknown	right:5
3	6293605	5	99	Unknown	left:5
3	6297714	10	99	Reverse	right:5, left:5
3	6301309	5	99	Unknown	right:5
3	6303532	5	147	Unknown	left:5
3	6304017	5	163	Unknown	right:5
3	6304039	10	163	Unknown	right:10
3	6304643	10	83	Forward	left:5, right:5
3	6305028	5	83	Unknown	right:5
3	6305486	5	83	Unknown	left:5
3	6305628	5	97	Unknown	right:5
3	6306532	5	99	Unknown	left:5
3	6307619	5	147	Unknown	left:5
3	6309756	5	83	Unknown	right:5
3	6311383	5	83	Unknown	right:5
3	6313170	10	99	Unknown	left:10
3	6313541	5	163	Unknown	right:5
3	6316647	5	99	Unknown	left:5
3	6316906	5	99	Unknown	both:5
3	6319299	10	99	Reverse	right:5, left:5
3	6321387	5	83	Unknown	right:5
3	6325531	15	83	Unknown	right:15
3	6327391	20	83	Forward	left:10, right:10
3	6330383	5	99	Unknown	left:5
3	6331466	5	99	Unknown	left:5
3	6332363	10	147	Unknown	left:10
3	6332671	5	163	Unknown	right:5
3	6333319	5	83	Unknown	right:5
3	6333786	10	83	Unknown	right:10
3	6336723	10	147	Reverse	left:5, right:5
3	6338084	10	83	Forward	left:5, right:5
3	6341453	5	83	Unknown	left:5
3	6342288	10	99	Reverse	both:5, left:5
3	6342505	5	147	Unknown	left:5
3	6347929	5	99	Unknown	left:5
3	6350479	5	83	Unknown	right:5
3	6350553	5	83	Unknown	right:5
3	6350565	5	99	Unknown	left:5
3	6351410	5	99	Unknown	right:5
3	6351482	5	99	Unknown	right:5
3	6352139	5	147	Unknown	left:5
3	6352505	5	99	Unknown	left:5
3	6353363	5	83	Unknown	right:5
3	6359022	5	147	Unknown	left:5
3	6360059	10	163	Forward	both:5, left:5
3	6362013	5	83	Unknown	right:5
3	6369998	20	83	Unknown	right:20
3	6372121	10	83	Forward	left:5, right:5
3	6375731	5	83	Unknown	right:5
3	6376903	5	147	Unknown	right:5
3	6379494	20	99	Reverse	right:10, left:10
3	6381609	5	147	Unknown	left:5
3	6384281	5	99	Unknown	left:5
3	6384305	10	163	Forward	right:5, left:5
3	6384606	5	99	Unknown	left:5
3	6388230	5	99	Unknown	right:5
3	6388406	5	99	Unknown	left:5
3	6388527	5	147	Unknown	left:5
3	6392586	5	99	Unknown	left:5
3	6393382	5	99	Unknown	right:5
3	6393402	25	83	Uncertain or multiple	left:25
3	6393435	10	163	Forward	right:5, left:5
3	6396718	5	99	Unknown	left:5
3	6398604	5	83	Unknown	left:5
3	6400971	5	83	Unknown	left:5
3	6401604	5	81	Unknown	right:5
3	6402542	5	99	Unknown	left:5
3	6404845	5	147	Unknown	left:5
3	6406689	5	163	Unknown	right:5
3	6406703	5	163	Unknown	right:5
3	6406889	5	83	Unknown	left:5
3	6410619	10	99	Reverse	right:5, left:5
3	6412692	5	83	Unknown	right:5
3	6416177	5	163	Unknown	right:5
3	6416591	5	83	Unknown	left:5
3	6419318	5	99	Unknown	left:5
3	6420177	5	83	Unknown	right:5
3	6420487	5	83	Unknown	right:5
3	6424333	5	99	Unknown	left:5
3	6425455	10	147	Reverse	left:5, right:5
3	6427280	10	99	Unknown	right:10
3	6427354	5	83	Unknown	left:5
3	6430108	15	83	Unknown	right:15
3	6430326	5	83	Unknown	right:5
3	6432047	10	99	Reverse	right:5, left:5
3	6434465	5	99	Unknown	left:5
3	6436152	10	83	Unknown	right:10
3	6441591	5	147	Unknown	left:5
3	6442557	5	99	Unknown	right:5
3	6444952	10	99	Unknown	left:10
3	6446009	5	83	Unknown	right:5
3	6446648	5	99	Unknown	left:5
3	6447693	5	163	Unknown	right:5
3	6447718	10	163	Unknown	right:10
3	6447748	5	163	Unknown	right:5
3	6447816	10	147	Unknown	left:10
3	6448882	5	83	Unknown	right:5
3	6449677	5	83	Unknown	right:5
3	6453229	5	83	Unknown	right:5
3	6457593	5	83	Unknown	right:5
3	6459452	5	99	Unknown	left:5
3	6459524	5	147	Unknown	left:5
3	6459967	15	147	Uncertain or multiple	left:15
3	6460918	5	147	Unknown	left:5
3	6460927	5	99	Unknown	right:5
3	6461396	5	83	Unknown	right:5
3	6462675	10	163	Forward	right:5, left:5
3	6463453	5	99	Unknown	right:5
3	6463531	10	163	Unknown	right:10
3	6463551	10	163	Unknown	right:10
3	6463564	45	83	Uncertain or multiple	left:45
3	6464966	10	83	Unknown	right:10
3	6466325	10	99	Reverse	both:10
3	6467293	10	163	Forward	right:5, left:5
3	6469143	5	73	Unknown	right:5
3	6469882	5	83	Unknown	right:5
3	6472348	5	163	Unknown	right:5
3	6474820	10	83	Unknown	right:10
3	6475853	5	163	Unknown	left:5
3	6477005	5	83	Unknown	left:5
3	6480106	25	99	Unknown	left:25
3	6480213	5	99	Unknown	left:5
3	6483419	5	83	Unknown	right:5
3	6484167	5	147	Unknown	left:5
3	6491897	5	83	Unknown	right:5
3	6493431	5	163	Unknown	right:5
3	6493548	15	147	Uncertain or multiple	left:15
3	6495378	15	99	Unknown	left:15
3	6495981	10	83	Forward	left:5, right:5
3	6496487	5	83	Unknown	right:5
3	6498653	5	97	Unknown	right:5
3	6500239	5	99	Unknown	left:5
3	6501934	5	99	Unknown	left:5
3	6508193	5	99	Unknown	left:5
3	6513473	5	99	Unknown	right:5
3	6513725	5	83	Unknown	right:5
3	6515812	5	83	Unknown	right:5
3	6516889	10	99	Reverse	right:5, left:5
3	6519258	10	99	Reverse	right:5, left:5
3	6521371	5	99	Unknown	right:5
3	6524196	15	161	Unknown	right:15
3	6524568	10	83	Unknown	right:10
3	6524744	20	99	Reverse	left:15, right:5
3	6525147	10	163	Forward	right:5, left:5
3	6527133	10	163	Forward	left:10
3	6529880	5	147	Unknown	left:5
3	6531793	10	163	Forward	right:5, left:5
3	6533250	5	99	Unknown	right:5
3	6534114	5	163	Unknown	right:5
3	6535449	5	83	Unknown	both:5
3	6537785	10	83	Unknown	right:10
3	6537806	10	83	Unknown	right:10
3	6539020	5	163	Unknown	right:5
3	6539027	10	163	Unknown	right:10
3	6539463	10	99	Reverse	right:5, left:5
3	6540715	5	163	Unknown	left:5
3	6541030	5	99	Unknown	right:5
3	6542329	5	83	Unknown	right:5
3	6544562	5	99	Unknown	left:5
3	6545987	5	163	Unknown	right:5
3	6546065	10	163	Unknown	right:10
3	6547185	10	83	Forward	left:5, right:5
3	6551770	5	163	Unknown	right:5
3	6552659	20	83	Unknown	right:20
3	6556353	10	83	Forward	left:5, right:5
3	6558208	5	147	Unknown	left:5
3	6561105	5	99	Unknown	left:5
3	6563478	5	99	Unknown	left:5
3	6564359	5	163	Unknown	right:5
3	6564419	15	99	Unknown	right:15
3	6564484	5	147	Unknown	left:5
3	6571796	10	163	Forward	right:5, left:5
3	6574804	5	97	Unknown	right:5
3	6575944	5	163	Unknown	right:5
3	6576294	10	99	Unknown	left:10
3	6583260	5	163	Unknown	left:5
3	6585070	10	99	Reverse	right:5, left:5
3	6587112	15	99	Unknown	left:15
3	6587150	10	99	Reverse	right:5, left:5
3	6587308	5	83	Unknown	right:5
3	6587330	10	83	Forward	left:5, right:5
3	6591799	10	163	Forward	right:5, left:5
3	6593082	5	99	Unknown	right:5
3	6596822	20	99	Reverse	left:20
3	6600039	10	99	Reverse	right:5, left:5
3	6600467	5	163	Unknown	left:5
3	6601832	5	99	Unknown	right:5
3	6601845	10	163	Uncertain or multiple	right:10
3	6601883	5	163	Unknown	right:5
3	6601927	5	83	Unknown	left:5
3	6604441	10	163	Unknown	right:10
3	6604447	5	99	Unknown	right:5
3	6604471	15	147	Unknown	left:15
3	6607155	5	99	Unknown	left:5
3	6607460	5	83	Unknown	right:5
3	6610062	10	163	Forward	right:5, left:5
3	6610114	5	83	Unknown	right:5
3	6610426	5	83	Unknown	right:5
3	6613025	5	147	Unknown	left:5
3	6619486	15	99	Unknown	left:15
3	6620018	5	163	Unknown	right:5
3	6625488	5	83	Unknown	left:5
3	6625587	5	65	Unknown	right:5
3	6626135	15	99	Reverse	left:5, right:10
3	6626144	5	99	Unknown	left:5
3	6626679	10	163	Forward	right:5, left:5
3	6628483	10	99	Reverse	right:5, left:5
3	6631573	5	83	Unknown	right:5
3	6631589	5	83	Unknown	right:5
3	6631620	5	83	Unknown	right:5
3	6633044	5	99	Unknown	left:5
3	6634291	10	99	Reverse	right:5, left:5
3	6637668	5	147	Unknown	left:5
3	6639233	10	83	Forward	left:5, right:5
3	6640046	10	147	Unknown	left:10
3	6640054	5	99	Unknown	right:5
3	6641390	5	99	Unknown	left:5
3	6646167	5	83	Unknown	left:5
3	6646300	5	83	Unknown	right:5
3	6649274	10	163	Forward	both:10
3	6654635	10	147	Reverse	left:5, right:5
3	6659148	5	113	Unknown	left:5
3	6659298	10	99	Unknown	left:10
3	6659523	10	99	Unknown	left:10
3	6660332	10	83	Unknown	right:10
3	6662039	10	99	Unknown	left:10
3	6663188	5	99	Unknown	left:5
3	6664979	10	83	Forward	left:5, right:5
3	6670679	5	163	Unknown	left:5
3	6673262	10	147	Reverse	left:5, right:5
3	6676964	5	147	Unknown	left:5
3	6676974	10	83	Forward	left:5, right:5
3	6677339	10	83	Forward	left:5, right:5
3	6679564	10	83	Forward	left:5, right:5
3	6686695	5	147	Unknown	left:5
3	6687068	5	163	Unknown	right:5
3	6688992	10	83	Forward	left:5, right:5
3	6696731	5	97	Unknown	right:5
3	6699147	5	99	Unknown	right:5
3	6700447	5	99	Unknown	left:5
3	6705498	5	163	Unknown	right:5
3	6709524	5	83	Unknown	right:5
3	6710176	5	83	Unknown	right:5
3	6710870	5	99	Unknown	right:5
3	6714582	5	147	Unknown	left:5
3	6715096	5	99	Unknown	left:5
3	6715151	10	83	Forward	left:5, right:5
3	6715709	5	163	Unknown	left:5
3	6718676	5	163	Unknown	right:5
3	6721395	20	83	Unknown	right:20
3	6723952	10	83	Forward	left:5, right:5
3	6725583	5	83	Unknown	right:5
3	6725779	20	99	Reverse	right:10, left:10
3	6728464	5	163	Unknown	right:5
3	6728660	5	83	Unknown	right:5
3	6729790	5	83	Unknown	right:5
3	6731131	10	163	Forward	right:5, left:5
3	6735657	10	83	Unknown	right:10
3	6737348	5	83	Unknown	right:5
3	6737509	5	99	Unknown	left:5
3	6737998	5	147	Unknown	left:5
3	6738792	5	99	Unknown	left:5
3	6740980	5	99	Unknown	left:5
3	6741134	5	147	Unknown	left:5
3	6741146	5	99	Unknown	right:5
3	6741280	5	83	Unknown	right:5
3	6741527	5	83	Unknown	right:5
3	6743956	10	83	Unknown	left:10
3	6745810	5	83	Unknown	right:5
3	6747354	5	83	Unknown	right:5
3	6748222	5	147	Unknown	right:5
3	6751022	10	99	Reverse	both:10
3	6752576	5	83	Unknown	right:5
3	6752830	5	83	Unknown	right:5
3	6753705	10	163	Forward	right:5, left:5
3	6753889	5	99	Unknown	right:5
3	6753916	5	147	Unknown	right:5
3	6754365	10	99	Reverse	right:5, left:5
3	6755184	10	83	Unknown	right:10
3	6757989	10	83	Unknown	right:10
3	6764368	5	99	Unknown	left:5
3	6764977	5	99	Unknown	left:5
3	6773281	10	99	Unknown	left:10
3	6773366	10	163	Unknown	left:10
3	6774950	5	83	Unknown	right:5
3	6776190	5	163	Unknown	right:5
3	6780003	5	99	Unknown	right:5
3	6780082	5	99	Unknown	right:5
3	6782587	10	99	Reverse	both:10
3	6786346	10	99	Unknown	left:10
3	6786383	10	99	Reverse	right:5, left:5
3	6789255	5	147	Unknown	right:5
3	6790245	5	83	Unknown	left:5
3	6796225	10	163	Forward	right:5, left:5
3	6798335	10	99	Reverse	right:5, left:5
3	6798603	5	83	Unknown	right:5
3	6799279	10	113	Unknown	left:10
3	6803590	5	83	Unknown	right:5
3	6803926	5	99	Unknown	left:5
3	6805817	5	99	Unknown	left:5
3	6806305	10	99	Reverse	right:5, left:5
3	6807333	5	161	Unknown	right:5
3	6810429	10	99	Reverse	right:5, left:5
3	6813558	20	163	Forward	right:10, left:10
